11216,4,0
11216,4,1
11216,5,0
11216,6,0
11216,7,0
11216,8,0
11216,9,0
11217,0,0
11217,0,1
11217,1,0
11217,1,1
11217,2,0
11217,2,1
11217,3,0
11217,4,0
11217,5,0
11217,6,0
11217,6,1
11217,7,0
11217,8,0
11217,9,0
11218,0,0
11218,0,1
11218,1,0
11218,1,1
11218,12,0
11218,2,0
11218,2,1
11218,3,0
11218,3,1
11218,4,0
11218,4,1
11218,5,0
11218,6,0
11218,7,0
11219,0,0
11219,0,1
11219,1,0
11219,2,0
11219,3,0
11219,4,0
11219,5,0
11219,6,0
11219,8,0
11220,0,0
11220,0,1
11220,1,0
11220,1,1
11220,2,0
11220,3,0
11220,4,0
11220,5,0
11220,6,0
11220,7,0
11220,8,0
11221,,0
11221,0,0
11221,0,1
11221,1,0
11221,11,0
11221,12,0
11221,15,0
11221,2,0
11221,24,0
11221,3,0
11221,4,0
11221,5,0
11221,6,0
11221,7,0
11221,8,0
11222,0,0
11222,0,1
11222,1,0
11222,1,1
11222,2,0
11222,2,1
11222,3,0
11222,4,0
11222,5,0
11222,6,0
11223,0,0
11223,0,1
11223,1,0
11223,1,1
11223,2,0
11223,3,0
11223,3,3
11223,4,0
11223,5,0
11223,6,0
11223,7,1
11223,8,0
11224,0,0
11224,0,1
11224,1,0
11224,1,1
11224,2,0
11224,3,0
11224,4,0
11224,5,0
11224,6,0
11224,7,0
11224,8,0
11225,0,0
11225,0,1
11225,1,0
11225,10,0
11225,13,0
11225,2,0
11225,22,0
11225,3,0
11225,3,1
11225,4,0
11225,5,0
11225,6,0
11225,7,0
11225,8,0
11226,,
11226,0,0
11226,0,1
11226,1,0
11226,1,1
11226,10,0
11226,15,0
11226,2,0
11226,3,0
11226,4,0
11226,5,0
11226,6,0
11226,7,0
11226,8,0
11226,9,0
11228,0,0
11228,0,1
11228,1,0
11228,2,0
11228,2,1
11228,3,0
11228,4,0
11228,5,0
11228,6,0
11229,0,0
11229,0,1
11229,0,2
11229,1,0
11229,1,1
11229,2,0
11229,2,1
11229,3,0
11229,4,0
11229,5,0
11229,6,0
11230,0,0
11230,0,1
11230,1,0
11230,1,1
11230,2,0
11230,2,1
11230,3,0
11230,4,0
11230,5,0
11230,6,0
11230,7,0
11231,0,0
11231,0,1
11231,1,0
11231,10,0
11231,2,0
11231,3,0
11231,4,0
11231,5,0
11231,6,0
11231,7,0
11232,0,0
11232,0,1
11232,1,0
11232,1,1
11232,2,0
11232,3,0
11232,4,0
11232,5,0
11232,7,0
11233,0,0
11233,0,1
11233,1,0
11233,1,1
11233,10,0
11233,12,0
11233,2,0
11233,2,1
11233,3,0
11233,4,0
11233,5,0
11233,6,0
11233,7,0
11233,9,0
11234,0,0
11234,0,1
11234,0,2
11234,1,0
11234,1,1
11234,2,0
11234,2,1
11234,2,2
11234,3,0
11234,4,0
11234,4,1
11234,4,3
11234,5,0
11234,6,0
11234,7,0
11234,8,0
11234,9,0
11234,9,1
11235,0,0
11235,0,1
11235,1,0
11235,1,1
11235,10,0
11235,2,0
11235,2,1
11235,3,0
11235,4,0
11235,5,0
11235,6,0
11235,8,1
11236,0,0
11236,0,1
11236,0,2
11236,1,0
11236,1,1
11236,10,0
11236,11,0
11236,15,0
11236,2,0
11236,2,1
11236,3,0
11236,3,1
11236,4,0
11236,5,0
11236,6,0
11236,7,0
11236,7,1
11236,8,0
11236,9,0
11237,0,0
11237,0,1
11237,1,0
11237,1,1
11237,2,0
11237,3,0
11237,4,0
11237,5,0
11237,6,0
11238,0,0
11238,0,1
11238,1,0
11238,1,1
11238,10,0
11238,2,0
11238,3,0
11238,3,1
11238,4,0
11238,5,0
11238,6,0
11238,7,0
11238,8,0
11239,0,0
11239,0,1
11239,1,0
11239,2,0
11239,2,1
11239,3,0
11239,4,0
11239,5,0
11239,6,0
11241,0,0
11242,0,0
11249,0,0
11249,0,1
11249,1,0
11249,1,3
11249,2,0
11249,2,1
11249,3,0
11249,4,0
11249,5,0
11249,6,0
11251,0,0
11251,1,0
11385,0,0
11385,1,0
11385,2,0
11385,3,0
11421,0,0
11421,1,0
11421,2,0
